title,year,rating,genre,synopsis,sinopse_limpa,Cluster,sinopse_melhorada,sinopse_melhorada_limpa
"Jogos, Trapaças e Dois Canos Fumegantes",1998,8.1,Comédia,"Um jogo de cartas em Londres desencadeia um confronto entre quatro amigos, plantadores de maconha, agiotas e cobradores de dívidas em uma série de eventos curiosos, tudo por algo de maria, dinheiro e duas pistolas antigas.",jog cart londr desencade confront quatr amig plant maconh agiot cobr div seri event curi tud alg mar dinh dua pistol antig,Cluster 1,"Em Londres, após perderem uma partida de cartas armada com um poderoso agiota, quatro amigos — Eddy, Tom, Soap e Bacon — veem-se enredados numa teia de dívidas, plantação de maconha, cobradores implacáveis e dois canos antigos que desencadeiam uma série de confusões violentas e cômicas; dirigido por Guy Ritchie (1998), este filme de crime e humor negro, estrelado por Nick Moran, Jason Flemyng, Dexter Fletcher e Jason Statham, cruza tramas e personagens do submundo londrino com ritmo frenético, diálogos afiados e reviravoltas inesperadas.",londr apo perd part cart arm poder agiot quatr amig eddy tom soap bacon veems enred tei div plantaca maconh cobr implaca doi can antig desencade seri confuso violent comic dirig guy ritchi 1998 film crim hum negr estrel nick moran jason flemyng dext fletch jason stath cruz tram person submund londrin ritm frene dialog afi reviravolt inesper
V de Vingança,2005,8.1,"Ação, Drama, Ficção científica, Suspense","Em um futuro da tirania britânica, um lutador clandestino conhecido como V trama um plano para derrubá-la com a ajuda de uma jovem mulher.",futur tiran britan lut clandestin conhec v tram plan derrubal ajud jov mulh,Cluster 2,"Num futuro distópico dominado pelo partido autoritário Norsefire, um enigmático combatente mascarado que se autodenomina V — defensor da anarquia e símbolo de resistência com a icônica máscara de Guy Fawkes — arquiteta um audacioso plano para derrubar o regime, recorrendo a estratégias de sabotagem, retórica incendiária e explosões que visam despertar o povo. Ao salvar e depois formar um vínculo com a jovem Evey Hammond, ele promove sua transformação pessoal e política, enquanto confronta os horrores do passado, expõe os mecanismos de vigilância e corrupção do Estado e incita uma revolta que questiona o preço da liberdade e a natureza da identidade.",futur distop domin part autoritari norsef enigma combat mascar autodenomin v defen anarqu simbol resistenc icon masc guy fawk arquitet audaci plan derrub regim recorr estrateg sabot retor incendi exploso vis despert pov salv form vincul jov evey hammond promov transformaca pessoal poli enquant confront horr pass expo mecan vigilanc corrupca est incit revolt quest prec liberdad natur ident
Rashomon,1950,8.1,"Drama, Mistério","A violação de uma noiva e o assassinato de seu marido samurai são lembrados desde a perspectiva de um bandido, da noiva, do fantasma do samurai e de um lenhador.",violaca noiv assassinat marid samur sao lembr desd perspec band noiv fantasm samur lenh,Cluster 1,"Dirigido por Akira Kurosawa e ambientado no Japão feudal, Rashomon explora a relatividade da verdade ao narrar, em flashbacks conflitantes, a violação de uma noiva e o assassinato de seu marido samurai através das versões de um bandido, da própria noiva, do espírito do samurai invocado por um médium e de um lenhador; com estrutura inovadora, atmosfera sombria, impressionante fotografia em preto e branco e uso expressivo do cenário do portão Rashomon, o filme investiga memória, culpa e a impossível objetividade do testemunho humano.",dirig akir kurosaw ambient japa feud rashomon expl relat verdad narr flashback conflit violaca noiv assassinat marid samur atrav verso band propr noiv espirit samur invoc medium lenh estrut inov atmosf sombr impression fotograf pret branc uso express cenari porta rashomon film investig memor culp impossi objet testemunh human
Divertida Mente,2015,8.1,"Animação, Aventura, Comédia, Drama, Família","Depois que a jovem Riley é arrancada de sua vida no Centro-Oeste e se muda para São Francisco, suas emoções - Alegria, Medo, Raiva, Nojinho e Tristeza - entram em conflito sobre a melhor forma de navegar em uma nova cidade, casa e escola.",jov riley arranc vid centroo mud sao francisc emoco alegr med raiv noj trist entr conflit sobr melhor form naveg nov cidad cas escol,Cluster 5,"Quando a jovem Riley é arrancada de sua vida no Centro-Oeste e se muda para São Francisco, suas cinco emoções personificadas — Alegria, Tristeza, Medo, Raiva e Nojinho — entram em conflito sobre como lidar com a nova cidade, casa e escola; no quartel-general da mente, Alegria tenta manter as memórias centrais felizes, mas um acidente leva Alegria e Tristeza a se perderem no vasto território da mente, enquanto Medo, Raiva e Nojinho tentam governar o comportamento de Riley, revelando, entre lembranças, ilhas da personalidade e memórias de longa duração, o delicado processo de crescimento e a importância de todas as emoções para a formação da identidade.",jov riley arranc vid centroo mud sao francisc cinc emoco personific alegr trist med raiv noj entr conflit sobr lid nov cidad cas escol quartelgener ment alegr tent mant memor centr feliz acid lev alegr trist perd vast territori ment enquant med raiv noj tent govern comport riley revel lembranc ilh personal memor long duraca delic process cresc importanc tod emoco formaca ident
Três Anúncios para um Crime,2017,8.1,"Comédia, Drama",Uma mãe desafia pessoalmente as autoridades locais para resolver o assassinato de sua filha.,mae desaf pessoal autoridad local resolv assassinat filh,Cluster 1,"Mildred Hayes, uma mãe devastada pela morte não esclarecida da filha, coloca três outdoors provocativos nas estradas de sua cidade no interior do Missouri para confrontar publicamente as autoridades locais e exigir respostas; o gesto inflama uma pequena comunidade e acirra o confronto com o chefe de polícia Bill Willoughby e o volátil policial Jason Dixon, desencadeando uma narrativa tensa, com humor negro, conflitos morais e buscas por justiça, redenção e consequências pessoais dirigidas por Martin McDonagh e sustentadas por performances intensas.",mildred hay mae devast mort nao esclarec filh coloc tre outdo provoc estr cidad interi missour confront public autoridad local exig respost gest inflam pequen comunidad acirr confront chef polic bill willoughby volatil polic jason dixon desencade narr tens hum negr conflit moral busc jus redenca consequenc pessoal dirig martin mcdonagh sustent performanc intens
Prenda-Me se for Capaz,2002,8.1,"Biografia, Drama","Um agente do FBI persegue Frank Abagnale, que antes de seus 19 anos consegue ganhar milhões de dólares fingindo ser um piloto, um médico e um advogado.",agent fbi perseg frank abagnal ant 19 ano conseg ganh milho dol fing pilot medic advog,Cluster 4,"Baseado nas memórias de Frank Abagnale Jr. e dirigido por Steven Spielberg, Prenda-Me se for Capaz acompanha o jovem Frank (Leonardo DiCaprio), cuja audácia e talento para a falsificação o transformam, antes dos 19 anos, em piloto, médico e advogado, enquanto embolsa milhões com cheques fraudados e foge por várias cidades e países na turbulenta década de 1960; perseguido incansavelmente pelo agente do FBI Carl Hanratty (Tom Hanks), o filme mistura humor, suspense e emoção em um jogo de gato e rato que explora identidade, solidão e a inesperada ligação que surge entre caçador e fugitivo, até a captura e o desfecho que conduz a uma colaboração surpreendente com o próprio FBI.",base memor frank abagnal jr dirig steven spielberg prendam capaz acompanh jov frank leonard dicapri cuj audac talent falsificaca transform ant 19 ano pilot medic advog enquant embols milho chequ fraud fog var cidad pais turbulent dec 1960 persegu incansa agent fbi carl hanratty tom hank film mist hum suspens emoca jog gat rat expl ident solida inesper ligaca surg cac fugi ate capt desfech conduz colaboraca surpreend propri fbi
Trainspotting: Sem Limites,1996,8.1,Drama,"Renton, profundamente imerso no mundo das drogas em Edimburgo, tenta sair do ambiente apesar da má influência dos amigos.",renton profund imers mund drog edimburg tent sair ambi apes ma influenc amig,Cluster 1,"Em meio à Edimburgo suja e pulsante de meados dos anos 90, o jovem Mark Renton, viciado em heroína, tenta romper o ciclo de autodestruição e recuperar alguma normalidade, enquanto é puxado de volta pelo círculo de amigos — o charmoso manipulador Sick Boy, o ingênuo Spud e o violento Begbie — e por um submundo de crimes, traições e excessos; dirigido por Danny Boyle e baseado no romance de Irvine Welsh, Trainspotting mistura humor negro, crítica social e uma trilha sonora marcante para explorar escolhas, culpa e sobrevivência, culminando numa decisão final que redefine lealdades e destinos.",mei edimburg suj puls me ano 90 jov mark renton vici heroin tent romp cicl autodestruica recuper algum normal enquant pux volt circul amig charm manipul sick boy ingenu spud violent begbi submund crim traico excess dirig danny boyl base romanc irvin welsh trainspotting mist hum negr crit soc trilh son marc explor escolh culp sobrevivenc culmin decisa final redefin lealdad destin
A Ponte do Rio Kwai,1957,8.1,"Aventura, Drama, Guerra","Depois de resolver suas diferenças com um japonês, o comandante do campo, um coronel britânico, coopera para supervisionar a construção de uma ponte ferroviária.",resolv diferenc japon comand camp coronel britan coop supervis construca pont ferrovi,Cluster 3,"Baseado no romance de Pierre Boulle e dirigido por David Lean, A Ponte do Rio Kwai acompanha prisioneiros de guerra britânicos na Segunda Guerra Mundial forçados pelos japoneses a construir uma ponte ferroviária estratégica na Tailândia; o obstinado coronel Nicholson (Alec Guinness), inicialmente em conflito com o coronel japonês Saito, acaba por assumir a obra com rigor militar, transformando a construção numa prova de disciplina e orgulho nacional, enquanto um ousado plano aliado, liderado por oficiais que incluem o indomável Shears, busca sabotar a ponte antes que se torne um símbolo da vitória inimiga.",base romanc pierr boull dirig david lean pont rio kw acompanh prision guerr britan segund guerr mund forc japones constru pont ferrovi estrateg tailand obstin coronel nicholson alec guinnes inic conflit coronel japon sait acab assum obr rigor milit transform construca prov disciplin orgulh nacion enquant ous plan ali lider ofic inclu indoma she busc sabot pont ant torn simbol vitor inimig
Touro Indomável,1980,8.1,"Biografia, Drama","A vida do boxeador Jake LaMotta, cuja violência e temperamento que o levaram até o topo dos ringues destruíram a sua vida fora deles.",vid boxe jak lamott cuj violenc temper lev ate top ring destru vid,Cluster 4,"Retrato sombrio e visceral do pugilista Jake LaMotta, Touro Indomável (1980), dirigido por Martin Scorsese e baseado nas memórias do próprio LaMotta, acompanha a ascensão brutal nos ringues e a autodestruição pessoal provocada por ciúmes, violência e auto-sabotagem; com atuação inesquecível de Robert De Niro — prêmio Oscar de Melhor Ator — e participações marcantes de Joe Pesci e Cathy Moriarty, o filme, em preto e branco e com montagem contundente de Thelma Schoonmaker, explora redenção, culpa e o custo humano da fama.",retrat sombri viscer pugil jak lamott tour indoma 1980 dirig martin scorses base memor propri lamott acompanh ascensa brut ring autodestruica pessoal provoc cium violenc autosabot atuaca inesqueci robert nir premi osc melhor at participaco marc joe pesc cathy moriarty film pret branc mont contund thelm schoonmak expl redenca culp cust human fam
Harry Potter e as Relíquias da Morte - Parte 2,2011,8.1,"Aventura, Família, Fantasia, Mistério","Conforme a batalha entre as forças do bem e do mal no mundo bruxo aumenta de proporções, Harry Potter se aproxima cada vez mais do confronto final com Voldemort.",conform batalh forc bem mal mund brux aument proporco harry pott aprox cad vez confront final voldemort,Cluster 5,"Enquanto a guerra entre as forças do bem e do mal escala para a épica Batalha de Hogwarts, Harry Potter, apoiado por Hermione, Ron, membros da Ordem da Fênix, Dumbledore's Army e aliados inesperados, persegue e destrói as últimas Horcruxes para enfraquecer Voldemort; segredos vitais vêm à tona nas memórias de Snape, perdas e sacrifícios marcam o confronto, e, após oferecer-se em sacrifício e usar a Pedra da Ressurreição, Harry retorna para o duelo final no qual, com coragem, astúcia e a lealdade de seus amigos (incluindo o papel decisivo de Neville contra a última Horcrux), enfrenta e derrota Voldemort, encerrando a era das trevas no mundo bruxo.",enquant guerr forc bem mal escal epic batalh hogwart harry pott apoi hermion ron membr ord fenix dumbl army ali inesper perseg destro ult horcrux enfraquec voldemort segred vital vem ton memor snap perd sacrifici marc confront apo oferecers sacrifici us pedr ressurreica harry retorn duel final corag astuc lealdad amig inclu papel decis nevill contr ult horcrux enfrent derrot voldemort encerr trev mund brux
